Stock,Date,Headline,Snippet,Label,Open,High,Low,Close,Volume,Return,Volatility,Ticker,EWMA_Volatility
Trane Technologies,4/14/2020,Nasdaq,"With a market cap of $76.6 billion, Swords, Ireland-based Trane Technologies plc (TT ... Among the 20 analysts covering the stock, there is a consensus rating of “Moderate Buy,” and it ...",Real,85.6166,86.5977,84.8878,86.0838,1026900,0.0258,0.0598,TT,0.0491
Trane Technologies,4/14/2020,Yahoo Finance,"Trane Technologies plc TT stock has had an impressive run over the ... However, the current ratio has increased from the year-ago quarter’s 1.14, mainly due to a rise in cash and equivalents.",Real,85.6166,86.5977,84.8878,86.0838,1026900,0.0258,0.0598,TT,0.0491
Trane Technologies,4/14/2020,Yahoo Finance,"In the most recent trading session, Trane Technologies (TT ... Advisor Class fund APDMX posted a return of 5.14%, and Institutional Class fund APHMX returned 5.14%, compared […] As the craze ...",Real,85.6166,86.5977,84.8878,86.0838,1026900,0.0258,0.0598,TT,0.0491
Trane Technologies,4/14/2020,Investing,Trane® – by Trane Technologies (TT) is introducing its latest Artificial Intelligence (AI) and cloud-based service offering – Trane® Autonomous Control Powered by BrainBox AI® – ...,Real,85.6166,86.5977,84.8878,86.0838,1026900,0.0258,0.0598,TT,0.0491
Equinix,4/8/2020,Yahoo Finance,"Equinix is a real estate investment trust focusing on interconnected data centers. EQIX develops data center platforms and architecture for businesses involved in cloud software, IT, financial ...",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,Why Equinix (EQIX) Outpaced the Stock Market Today,"Equinix (EQIX) ended the recent trading session at $936.50, demonstrating a +1.32% swing from the preceding day's closing price. The stock's performance ... has moved 0.08% lower.",Fake,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,,"Equinix Inc. closed 13.95% below its 52-week high of $994.03, which the company reached on November 27th.",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,,"Analysts provide deeper insights through their assessments of 12-month price targets, revealing an average target of $1065.92 ...",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,,"Shares of Equinix Inc. EQIX slipped 2.01% to $834.59 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 0.08% to 5,667.56 and ...",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,"Equinix chief legal officer Kurt Pletcher sells $308,166 in stock","Kurt Pletcher, Chief Legal Officer of Equinix Inc. (NASDAQ:EQIX), a data center giant with an $88.5 billion market cap, executed a series of stock transactions ... In other recent news, Equinix ...",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,Yahoo Finance,"Currently, shares trade at $933.60, meaning your investment's value could have grown to $41,460 from stock price appreciation alone. However, Equinix also paid dividends during these 10 years.",Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,Benzinga.com,"Currently, Equinix has a market capitalization of $91.78 billion. Buying $100 In EQIX: If an investor had bought $100 of EQIX stock 20 years ago, it would be worth $2,144.51 today based on a price ...",Fake,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,Seeking Alpha,"Given these concerns, I recommend avoiding Equinix stock until there's more clarity on demand sustainability and profitability. In terms of just the company's Q4'24 results, I think results were ...",Fake,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
Equinix,4/8/2020,ETF Daily News,The firm owned 298 shares of the financial services provider’s stock after buying an additional ... sustainability goals. Receive News & Ratings for Equinix Daily - Enter your email address ...,Real,570.4293,611.2996,568.1714,607.2135,533700,0.0652,0.0596,EQIX,0.0535
"PepsiCo, Inc.",4/8/2020,Yahoo Finance,"In this article, we are going to take a look at where Celsius Holdings Inc. (NASDAQ ... specific news. Instead, Celsius stock seemed to respond positively to news that PepsiCo (NASDAQ: PEP ...",Fake,113.0398,116.2225,112.5952,115.6295,5241100,0.0163,0.0596,PEP,0.0509
"PepsiCo, Inc.",4/8/2020,MarketWatch,"Shares of PepsiCo Inc. PEP shed 3.14% to $151.51 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index SPX rising 0.01% to 5,956.06 and ...",Real,113.0398,116.2225,112.5952,115.6295,5241100,0.0163,0.0596,PEP,0.0509
"PepsiCo, Inc.",4/8/2020,Yahoo Finance,"In this article, we are going to take a look at where PepsiCo, Inc. (NASDAQ:PEP ... such as enhancing dividend payouts or initiating stock buyback programs. Ameriprise Financial projects a ...",Fake,113.0398,116.2225,112.5952,115.6295,5241100,0.0163,0.0596,PEP,0.0509
"PepsiCo, Inc.",4/8/2020,"Is PepsiCo, Inc. (PEP) the Best Consumer Staples Dividend Stock To Invest In?","Despite being viewed as a defensive stock with slower growth, PepsiCo, Inc. (NASDAQ:PEP) has steadily increased its revenue and profit by prioritizing expansion and acquisitions. Its resilience ...",Real,113.0398,116.2225,112.5952,115.6295,5241100,0.0163,0.0596,PEP,0.0509
"PepsiCo, Inc.",4/8/2020,CNN,"PepsiCo, Inc. engages in the manufacture, marketing, distribution, and sale of beverages, food, and snacks. It operates through the following business segments: Frito-Lay North America (FLNA ...",Fake,113.0398,116.2225,112.5952,115.6295,5241100,0.0163,0.0596,PEP,0.0509
Hershey,4/6/2020,Nasdaq,"It last reached that sales multiple in early 2020 during the stock sell-off at the beginning of the coronavirus pandemic. Ultimately, both of these metrics position Hershey for prospective buyers.",Fake,128.3418,128.7441,123.4334,126.8308,1294800,0.015,0.0592,HSY,0.0532
Hershey,4/6/2020,Hershey Has a Cocoa Problem. Buy the Stock Anyway.,"Surging cocoa prices have hit Hershey—hard. But prices won’t stay high forever. It’s time to buy the chocolate maker’s beaten-up stock ... in oil prices in 2020, extreme moves reversed ...",Fake,128.3418,128.7441,123.4334,126.8308,1294800,0.015,0.0592,HSY,0.0532
Hershey,4/6/2020,MarketWatch,"Shares of Hershey Co. HSY rose 2.45% to $158.26 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index SPX rising 0.03% to 6,068.50 and ...",Real,128.3418,128.7441,123.4334,126.8308,1294800,0.015,0.0592,HSY,0.0532
Hershey,4/6/2020,Yahoo Finance,"The Hershey Company (NYSE: HSY) stock is one that has likely frustrated its long-term shareholders. It has delivered a flat performance over the last five years, largely because it has dropped ...",Fake,128.3418,128.7441,123.4334,126.8308,1294800,0.015,0.0592,HSY,0.0532
Accenture,4/8/2020,,"Accenture is scheduled to report earnings for the second quarter of fiscal 2025 on Thursday morning, with analysts expecting ...",Real,155.3784,161.0775,153.9699,160.1821,2466200,0.0464,0.0589,ACN,0.0549
Accenture,4/8/2020,Accenture stock: don’t hold your breath for a swift recovery,His $295 price objective suggests about a 3.0% downside from here. The analyst is dovish on Accenture stock as he expects it to continue to face significant obstacles in the near future.,Fake,155.3784,161.0775,153.9699,160.1821,2466200,0.0464,0.0589,ACN,0.0549
Accenture,4/8/2020,Yahoo Finance,"Accenture (ACN ... from the previous session's end. The stock's change was more than the S&P 500's daily loss of 0.5%. At the same time, the Dow added 0.08%, and the tech-heavy Nasdaq lost ...",Fake,155.3784,161.0775,153.9699,160.1821,2466200,0.0464,0.0589,ACN,0.0549
Accenture,4/8/2020,Yahoo Finance,"Accenture (ACN) closed the latest trading day at $324.33, indicating a -1.06% change from the previous session's end. The stock's change was less than the S&P 500's daily gain of 0.49%.",Real,155.3784,161.0775,153.9699,160.1821,2466200,0.0464,0.0589,ACN,0.0549
Accenture,4/8/2020,Accenture (ACN) Outpaces Stock Market Gains: What You Should Know,"Empirical research indicates that these revisions in estimates have a direct correlation with impending stock price ... has witnessed a 0.08% decrease. Right now, Accenture possesses a Zacks ...",Fake,155.3784,161.0775,153.9699,160.1821,2466200,0.0464,0.0589,ACN,0.0549
PPG Industries,4/15/2020,,This was the stock's third consecutive day of losses.,Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,Yahoo Finance,"In this article, we are going to take a look at where PPG Industries, Inc. (NYSE ... we used the Finviz stock screener. We aggregated a list of large-cap stocks that have performed negatively ...",Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,Yahoo Finance,"A high debt level reduces its financial flexibility. A Zacks Rank #5 (Strong Sell) stock, PPG Industries PPG is a component of the Zacks Chemical - Specialty industry group, which currently ranks ...",Real,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,PPG Industries Stock Outlook: Is Wall Street Bullish or Bearish?,"PPG Industries, Inc. (PPG), headquartered in Pittsburgh ... has rallied nearly 22.5%. In 2025, PPG stock is down marginally, compared to the SPX’s 4.2% rise on a YTD basis.",Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,,"Argus lowered shares of PPG Industries (NYSE:PPG – Free Report) from a buy rating to a hold rating in a research note issued to investors on Monday morning, Ratings reports. Several other equities ...",Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,Kiplinger,"If you’re a dividend hound, you probably won’t be wowed by PPG Industries ... Stock Market Today: Mixed Messages Muddle Markets Stocks cruised into pre-market action on encouraging news ...",Real,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,,"Investment analysts at Seaport Res Ptn reduced their Q4 2025 earnings estimates for shares of PPG Industries in a research report issued to clients and investors on Wednesday, March 5th. Seaport Res ...",Real,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,Investing,"On Wednesday, Seaport Global Securities analyst Michael Harrison downgraded PPG Industries stock, listed on the New York Stock Exchange (NYSE:PPG), from Buy to Neutral. Trading near its 52-week ...",Real,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,,This was the stock's third consecutive day of losses.,Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
PPG Industries,4/15/2020,Nasdaq,PPG Industries ... More news from Barchart 3 High-Yield Dividend Stocks to Sell Before They Crash Analysts: 2 ‘Tariff-Proof’ Dividend Stocks to Load Up on Now This Quantum Computing Stock ...,Fake,82.4187,83.4397,80.0394,80.6593,1291700,-0.0464,0.0589,PPG,0.0504
Aon,4/8/2020,Is the Options Market Predicting a Spike in AON Stock?,"I nvestors in Aon plc AON need to pay close attention to the stock based on moves in the options market lately. That is because the April 17, 2024 $440 Put had some of the highest implied ...",Fake,170.5912,183.7069,169.1285,180.8682,2284200,0.0684,0.0587,AON,0.0554
Aon,4/8/2020,Aon plc Stock: Is Wall Street Bullish or Bearish?,"In 2025, AON stock is up 8.7%, surpassing SPX’s 4% rise on a YTD basis. Zooming in further, AON’s outperformance is also apparent compared to SPDR S&P Insurance ETF (KIE). The exchange-traded ...",Fake,170.5912,183.7069,169.1285,180.8682,2284200,0.0684,0.0587,AON,0.0554
Cisco Systems,4/6/2020,Yahoo Finance,"Cisco Systems (NASDAQ: CSCO) stock is climbing higher in Thursday's trading. The company's share price was up 2% as of 2 p.m. ET. Meanwhile, the S&P 500 index was up 0.5%, and the Nasdaq Composite ...",Real,34.969,36.0235,34.3813,35.8074,31641400,0.0607,0.0583,CSCO,0.054
Cisco Systems,4/6/2020,MarketWatch,"Shares of Cisco Systems Inc. CSCO slipped 2.94% to $62.06 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index SPX falling 2.70% to 5,614. ...",Real,34.969,36.0235,34.3813,35.8074,31641400,0.0607,0.0583,CSCO,0.054
Cisco Systems,4/6/2020,Should Cisco Systems Stock be in Your Portfolio Pre-Q2 Earnings?,"Cisco Systems CSCO is set to release its second-quarter ... Computer Networking industry’s return of 23.6%. However, Cisco stock is not so cheap, as the Value Score of D suggests a stretched ...",Fake,34.969,36.0235,34.3813,35.8074,31641400,0.0607,0.0583,CSCO,0.054
Cisco Systems,4/6/2020,Nasdaq,"Cisco Systems (CSCO) is one of the stocks most watched ... of the factors that might affect the near-term performance of the stock. Over the past month, shares of this seller of routers, switches ...",Real,34.969,36.0235,34.3813,35.8074,31641400,0.0607,0.0583,CSCO,0.054
First Solar,4/2/2020,"First Solar Q4 Earnings Expected To Surge, Stock Bags Mizuho Upgrade On ‘Materially Improved’ Outlook: Retail’s Bullish","Citing a “materially improved” sales outlook post-2026, the brokerage upgraded the First Solar stock to ‘Outperform’ from ‘Neutral’ while hiking the price target to $259 from $218.",Real,33.56,36.33,33.38,35.31,1865300,0.0559,0.0583,FSLR,0.0542
First Solar,4/2/2020,First Solar Is S&P 500’s Best Performer in May. A Tech Stock Did the Worst.,"These were the best- and worst-performing stocks in the index for the month. First Solar stock was the best performer with a gain of 54%, its best month since April 2013. The solar industry has ...",Real,33.56,36.33,33.38,35.31,1865300,0.0559,0.0583,FSLR,0.0542
First Solar,4/2/2020,The Motley Fool,"Strong net income growth was seen year over year, at 12.6%. First Solar is a prominent name in the solar industry, known for its advanced thin-film cadmium telluride (CdTe) technology. This ...",Real,33.56,36.33,33.38,35.31,1865300,0.0559,0.0583,FSLR,0.0542
First Solar,4/2/2020,Yahoo Finance,"In this article, we are going to take a look at where First Solar, Inc. (NASDAQ ... On February 14, the New York Times reported that global stock markets are holding up after Trump revealed ...",Fake,33.56,36.33,33.38,35.31,1865300,0.0559,0.0583,FSLR,0.0542
First Solar,4/2/2020,Nasdaq,"FIRST SOLAR ($FSLR) is expected to release its quarterly earnings data on Tuesday, February 25th after market close, per Finnhub. Analysts are expecting revenue of ...",Real,33.56,36.33,33.38,35.31,1865300,0.0559,0.0583,FSLR,0.0542
Alliant Energy,4/8/2020,Jefferies sees Alliant Energy stock as fairly valued amid evolving regulatory uncertainties,"On Wednesday, Jefferies analyst Julien Dumoulin-Smith adjusted the price target for Alliant Energy stock (NASDAQ:LNT), reducing it to $66 from the previous $69, while reaffirming a Hold rating on ...",Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Alliant Energy,4/8/2020,MarketWatch,"Shares of Alliant Energy Corp ... for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 and Dow Jones Industrial Average DJIA falling 0.99% to 42,579.08.",Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Alliant Energy,4/8/2020,MarketWatch,"Shares of Alliant Energy Corp. LNT rallied 1.06% to $64.53 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index SPX rising 1.59% to 5,954. ...",Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Alliant Energy,4/8/2020,Investing,"His previous experience includes serving as Chief Financial Officer at Collins Aerospace until his retirement in 2020 and ... from Alliant Energy Corporation. In other recent news, Alliant Energy ...",Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Alliant Energy,4/8/2020,Yahoo Finance,We issued a news release last night announcing Alliant Energy's year-end and fourth quarter ... restructuring and voluntary employee separation charges of $0.08 per share recorded in the fourth ...,Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Alliant Energy,4/8/2020,Nasdaq,"Allen has been a Director of Alliant Energy's Board since 2011. He served as Chief Financial Officer at Collins Aerospace from 2018 until his retirement in 2020. Prior to that, he was the Senior ...",Real,40.9959,44.0118,40.7147,43.6454,1969700,0.0666,0.0581,LNT,0.0541
Caterpillar Inc.,4/15/2020,,"Shares of Caterpillar Inc. CAT rose 1.75% to $341.67 Monday, on what proved to be an all-around favorable trading session for ...",Real,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,Is Caterpillar Inc. (CAT) the Most Undervalued High Quality Stock to Buy According to Analysts?,"In this article, we are going to take a look at where Caterpillar Inc. (NYSE:CAT) stands against other most undervalued ... Lee noted that we also had a bad ADP jobs report and the market is going up ...",Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,,"Caterpillar Inc. (NYSE:CAT) has demonstrated strong cash generation capabilities, consistently producing $5-10 billion in ...",Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,,This was the stock's fourth consecutive day of losses.,Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,Yahoo Finance,"During this period, the Zacks Manufacturing - Construction and Mining industry, which Caterpillar falls in, has lost 14.1%. The key question now is: What could be the stock's future direction?",Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,CNN,"Caterpillar, Inc. engages in the business of manufacturing ... The company was founded on April 15, 1925 and is headquartered in Irving, TX.",Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,Investing,(Bloomberg) -- Caterpillar Inc (NYSE:CAT).’s machinery sales dropped by the most in 10 years last month in a sign of a deepening... By Timothy Aeppel and Rajesh Kumar Singh (Reuters ...,Real,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
Caterpillar Inc.,4/15/2020,Yahoo Finance,"In this article, we are going to take a look at where Caterpillar Inc. (NYSE:CAT) stands against other cheap global stocks to buy right now. The geopolitical landscape has drastically changed ...",Fake,101.5548,101.6807,98.7139,100.2692,5652800,-0.0425,0.058,CAT,0.0499
American Electric Power,4/8/2020,,American Electric Power (NASDAQ:AEP) -3% post-market Monday after announcing it launched a public offering of $2B of common ...,Real,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
American Electric Power,4/8/2020,,"American Electric Power Co. Inc. closed 4.03% short of its 52-week high of $109.52, which the company achieved on March 4th.",Fake,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
American Electric Power,4/8/2020,,"Columbus, Ohio-based American Electric Power Company, Inc. (AEP) is an electric public utility holding company that generates ...",Fake,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
American Electric Power,4/8/2020,,This was the stock's second consecutive day of gains.,Fake,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
American Electric Power,4/8/2020,Nasdaq,"American Electric Power ... a market news family of websites including DividendChannel, ETFChannel, StockOptionsChannel, and others, which make up an investor community featuring stock message ...",Fake,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
American Electric Power,4/8/2020,Nasdaq,"Columbus, Ohio-based American Electric Power ... news from Barchart 2 Energy Dividend Stocks That Just Raised Their Payouts for 2025 After a 10% Rally in a Single Day, Is Super Micro Computer ...",Fake,65.9745,69.8118,65.7581,69.3373,2912800,0.0578,0.0579,AEP,0.0551
"Nike, Inc.",4/6/2020,"NIKE, Inc. (NKE): The Best Dividend Growth Stock With Over 10% Yearly Increases?","In this article, we are going to take a look at where NIKE, Inc. (NYSE:NKE ... while in difficult years—such as 2020 and 2022, when market returns were weak or negative—they played a crucial ...",Fake,77.156,80.1043,76.4966,79.7181,11266500,0.0732,0.0579,NKE,0.056
"Nike, Inc.",4/6/2020,MarketWatch,Shares of Nike Inc. were jumping toward a two-month high ... Tomi Kilgore is MarketWatch's deputy investing and corporate news editor and is based in New York. You can follow him on Twitter ...,Real,77.156,80.1043,76.4966,79.7181,11266500,0.0732,0.0579,NKE,0.056
Zoetis,4/15/2020,Yahoo Finance,"Both analysts maintained the equivalent of buy recommendations on the stock, however. Not every new analyst action on Zoetis Friday was a price target cut. Barclays, in the form of prognosticator ...",Real,120.6194,121.2927,118.369,119.0711,2262900,-0.0314,0.0578,ZTS,0.0505
Zoetis,4/15/2020,,"Shares of Zoetis Inc. ZTS slipped 1.00% to $160.06 Thursday, on what proved to be an all-around dismal trading session for ...",Real,120.6194,121.2927,118.369,119.0711,2262900,-0.0314,0.0578,ZTS,0.0505
Zoetis,4/15/2020,The Motley Fool,"Another highlight was the geographical revenue growth, particularly in the U.S., which saw a 15% increase ... Investors following the stock should focus on Zoetis's ability to sustain innovation ...",Real,120.6194,121.2927,118.369,119.0711,2262900,-0.0314,0.0578,ZTS,0.0505
Zoetis,4/15/2020,Zoetis Inc. stock underperforms Thursday when compared to competitors,"S hares of Zoetis Inc. slipped 5.15% to $164.93 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index rising 1.04% to 6,115.07 and the ...",Real,120.6194,121.2927,118.369,119.0711,2262900,-0.0314,0.0578,ZTS,0.0505
Zoetis,4/15/2020,,"Shares of Zoetis Inc. ZTS slipped 4.31% to $164.39 Tuesday, on what proved to be an all-around dismal trading session for the ...",Real,120.6194,121.2927,118.369,119.0711,2262900,-0.0314,0.0578,ZTS,0.0505
Medtronic,4/20/2020,Medtronic (MDT) Up 5.6% Since Last Earnings Report: Can It Continue?,"It has been about a month since the last earnings report for Medtronic (MDT). Shares have added about 5.6% in that time frame, outperforming the S&P 500. Will the recent positive trend continue ...",Real,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Medtronic,4/20/2020,MarketWatch,Medtronic PLC’s stock fell 7.3% as the worst performer in the S&P 500 on Tuesday after the medical-products company’s earnings fell slightly short of Wall Street’s revenue target despite a ...,Real,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Medtronic,4/20/2020,Yahoo Finance,"Medtronic has delivered a total return of almost 60,000% -- a near 600-bagger -- but today, it's trading more than 20% below the all-time high it hit in September 2021. Is the stock a buy now?",Fake,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Medtronic,4/20/2020,Medtronic stock down 5% as surgical unit offsets ablation and diabetes growth,"""Medtronic stock down 5% as surgical unit offsets ablation and diabetes growth"" was originally created and published by Medical Device Network, a GlobalData owned brand. The information on this ...",Fake,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Medtronic,4/20/2020,Yahoo Finance,"Meanwhile, MDT's PEG ratio is currently 2.57. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate.",Real,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Medtronic,4/20/2020,AOL,"However, the stock could be attractive to income investors. Its forward dividend yield is 3.24%. Medtronic also isn't far away from potentially joining the elite group known as Dividend Kings with ...",Fake,89.1002,89.982,88.6374,88.6549,4729700,-0.0173,0.0577,MDT,0.0478
Omnicom Group,4/15/2020,,"Omnicom Group Inc. closed 25.77% short of its 52-week high of $107.00, which the company reached on November 6th.",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Omnicom stock touches 52-week low at $81.38 amid market shifts,"In a challenging economic environment, Omnicom Group Inc. (NYSE:OMC) stock has reached its 52-week ... In other recent news, Omnicom Group Inc. reported its fourth-quarter results, which fell ...",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,,"Omnicom Group Inc. closed 23.88% short of its 52-week high of $107.00, which the company achieved on November 6th.",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Omnicom Group Inc. (OMC): Why You Should Buy This Marketing Stock Right Now,"In this article, we are going to take a look at where Omnicom Group Inc. (NYSE ... picked 10 marketing stocks trending on latest news. With each stock we have mentioned the number of hedge fund ...",Fake,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Yahoo Finance,"In this article, we are going to take a look at where Omnicom Group Inc. (NYSE ... although the pace of economic growth and US stock market gains might cool, according to Edward Jones.",Fake,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Nasdaq,"with six “Strong Buy” ratings on the stock. On Jan. 24, Barclays analyst Julien Roch maintained a Buy rating on Omnicom Group, setting a price target of $110. As of writing, OMC is trading ...",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Investing,"With Omnicom’s strong financial performance, including $15.7 billion in revenue and ... In other recent news, Omnicom Group Inc. reported fourth-quarter results that fell short of expectations.",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Omnicom Group,4/15/2020,Investing,"NEW YORK - Advertising giant Omnicom Group Inc. (NYSE:OMC ... For the full year 2024, Omnicom reported revenue of $15.7 billion, up 6.8% from 2023. Adjusted earnings per share for the year ...",Real,45.0605,45.3862,42.4128,43.3984,3606500,-0.0653,0.0575,OMC,0.0494
Boston Scientific,4/20/2020,"Boston Scientific EVP sells $685,244 in stock","According to InvestingPro analysis, the stock appears ... including 20+ additional ProTips and comprehensive analysis, visit InvestingPro. In other recent news, Boston Scientific has attracted ...",Fake,37.82,38.48,37.25,37.25,10392400,-0.0272,0.0572,BSX,0.0472
Boston Scientific,4/20/2020,Yahoo Finance,The favorable estimate revisions indicate brokers’ confidence in the stock. As of Feb. 20 ... in Boston Scientific’s financial health and fundamentals. This can be good news for BSX investors ...,Real,37.82,38.48,37.25,37.25,10392400,-0.0272,0.0572,BSX,0.0472
Boston Scientific,4/20/2020,Nasdaq,"Boston Scientific (BSX) ended the recent trading session at $100.80, demonstrating a -0.75% swing from the preceding day's closing price. The stock's change ... Forward P/E of 20, so one might ...",Fake,37.82,38.48,37.25,37.25,10392400,-0.0272,0.0572,BSX,0.0472
Boston Scientific,4/20/2020,Yahoo Finance,"These recent acquisition deals bolstered BSX stock. Boston Scientific’s continuous international expansion looks impressive. In the fourth quarter of 2024, despite geopolitical weaknesses ...",Fake,37.82,38.48,37.25,37.25,10392400,-0.0272,0.0572,BSX,0.0472
Philip Morris International,4/2/2020,,"We recently published a list of Why These 15 Defensive Stocks Are Surging In 2025. In this article, we are going to take a ...",Fake,54.5505,58.2773,54.4418,57.7183,6143500,0.0453,0.0571,PM,0.0539
Philip Morris International,4/2/2020,,"Top 10 Stock Picks. In this article, we are going to take a look at where Philip Morris International Inc. (NYSE:PM) stands ...",Fake,54.5505,58.2773,54.4418,57.7183,6143500,0.0453,0.0571,PM,0.0539
Philip Morris International,4/2/2020,,"Founded in 1993, The Motley Fool is a financial services company dedicated to making the world smarter, happier, and richer.",Fake,54.5505,58.2773,54.4418,57.7183,6143500,0.0453,0.0571,PM,0.0539
Philip Morris International,4/2/2020,,"Philip Morris surged 66% in the past year, outperforming even Nvidia amidst a market shift towards quality investments. Read ...",Real,54.5505,58.2773,54.4418,57.7183,6143500,0.0453,0.0571,PM,0.0539
Philip Morris International,4/2/2020,Benzinga.com,"The next dividend payout for Philip Morris Intl (PM) will be on April 10, 2025. Investors need to be owners of Philip Morris Intl (PM) shares by March 20, 2025. Philip Morris Intl has no upcoming ...",Fake,54.5505,58.2773,54.4418,57.7183,6143500,0.0453,0.0571,PM,0.0539
